,tweets_en,sentistrength
8357,❌ Northern update: 14:32 Morecambe to Leeds due 16:38 will be cancelled. Download the Train Beacon iOS app today ❌,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.25}"
8390,❌ Northern update: 12:17 Leeds to Wigan North Western due 14:30 has been cancelled. Download the Train Beacon iOS a…,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.25}"
8393,my phone updated to ios 14 JUST now and i am big confuse,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.2263}"
8397,"Bitches be like IOS 14 this IOS 14 that, BITCH SHUT UP NEW OGAN DOPPED","{'neg': 0.368, 'neu': 0.523, 'pos': 0.109, 'compound': -0.7865}"
8402,"My cell phone was updated with iOS 14 and I don't understand, it helps","{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.2924}"
8405,my Barclaycard app stopped working with IOS 14.1 on my iPhone. Is there a recognised problem?,"{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.5574}"
8418,"❝ streaming apps premium❞ 𑁍 new price list !! • netflix anti on hold • spotify [inplan, famplan, adm famplan] • vi…","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4374}"
8432,"iOS devs: I've been quarantined, working from home, for months now, beyond stressed out. There is no way that I can have…","{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.5574}"
8450,I'm already on Ios 14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8454,My phone finally decided to update itself to iOS 14 idk how to feel about this,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.1027}"
8455,"After almost 5 months using iOS 14, the only drawback I can get is that the widgets are not interactive. I use more than ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8471,"After almost 5 months using iOS 14, the only drawback I can get is that the widgets are not interactive. Us ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8480,Who the hell told my phone to finally update that iOS 14 shit,"{'neg': 0.427, 'neu': 0.573, 'pos': 0.0, 'compound': -0.8481}"
8509,#조이버블 #kpop nsfw au fanfic nudes leaked smut live sex porn boobs cock dick rate edit ios 14 iphone 12 gay lesbian +…,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.7351}"
8524,❌ Northern update: 12:53 Skipton to Morecambe due 14:24 will be cancelled. Download the Train Beacon iOS app today ❌,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.25}"
8525,Apple is already screwing up ios 14?,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.2263}"
8530,"With Apple's iOS 14 looming over the horizon, we all have endless questions about what to do and what to expect. Here ar…","{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.128}"
8532,"If you're getting this annoying popup everytime you unlock your phone because you installed the iOS 14 beta, try removing th…","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.481}"
8535,did you realise ‘Capture outside the frame’ is no longer a thing in iOS 14? I was trying to do it at the w…,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}"
8545,❌ Avanti West Coast update: 15:50 Birmingham New Street to London Euston due 17:14 will be cancelled. Download the…,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.25}"
8550,"I turned off auto-update on my phone as soon as I bought it. Still on iOS 11, which means I’m missing so…","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}"
8555,❌ Avanti West Coast update: 14:03 London Euston to Birmingham New Street due 15:24 will be cancelled. Download the…,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.25}"
8558,11. #SwiftUI When to use it? If you're going to build a new app which is #iOS 14+ (not 13 no even col…,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}"
8569,#kpop wap nsfw gay lesbian chaennie lisoo satzu saida boobs leaked nudes looking for moots live #followtrick questi…,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}"
8571,#kpop wap nsfw gay lesbian chaennie lisoo satzu saida boobs leaked nudes looking for moots live #followtrick quest…,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}"
8573,#kpop au fanfiction smut gay 2yeon michaeng jenlisa boobs leaked nudes sex pussy cock dick live #AppleEvent follow…,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.7351}"
8574,#kpop wap nsfw gay lesbian chaennie lisoo satzu saida boobs leaked nudes looking for moots live #followtrick questi…,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}"
8575,#조이버블 #kpop nsfw au fanfic nudes leaked smut live sex porn boobs cock dick rate edit ios 14 iphone 12 gay lesbian +…,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.7351}"
8576,#kpop au fanfiction smut gay 2yeon michaeng jenlisa boobs leaked nudes sex pussy cock dick live #AppleEvent follow…,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.7351}"
8577,#kpop wap nsfw gay lesbian chaennie lisoo satzu saida boobs leaked nudes looking for moots live #followtrick questi…,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}"
8578,#조이버블 #kpop nsfw au fanfic nudes leaked smut live sex porn boobs cock dick rate edit ios 14 iphone 12 gay lesbian +…,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.7351}"
8581,#조이버블 #kpop nsfw au fanfic nudes leaked smut live sex porn boobs cock dick rate edit ios 14 iphone 12 gay lesbian +…,"{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.7351}"
8583,The change was in iOS 14 but you should still be able to access it from the Clock app &gt; Alarms if you al…,"{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.3919}"
8606,"Also on iOS 14.1, just checked, no new update","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
8627,"Eventually, in 2027, Australia receives ECG; confirms it is no longer “The Outback.” &gt; Apple Wat…","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}"
8634,apple is auto installing ios 14 so i might cry later today,"{'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.5233}"
8637,"[MacWorld] iOS 14 latest version, problems &amp; new features coming to iPhone","{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}"
8640,"Amber “TUD”, KAMA IS A BITCH. Johnny Depp LOSES 'libel trial of the century': High Court rules Hollywood star IS…","{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.8208}"
8642,(J’espère que tu es sous iOS 14 sinon ce que j’ai expliqué ne veut plus rien dire ^^),"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.4588}"
8655,"I thought iOS 14 was bad, but iOS 14.1 rendered my phone absolutely useless. I tried to restore it and now it can't…","{'neg': 0.235, 'neu': 0.662, 'pos': 0.103, 'compound': -0.5558}"
8660,Johnny Depp LOSES 'libel trial of the century': High Court rules Hollywood star IS a wife-beater - as he faces ruin…,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4648}"
8663,since update ios 14.1 battery cepat betul turun. aku stress,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}"
8664,FYI: NHS Login fails on iOS 14.2elease Candidate (18B91),"{'neg': 0.227, 'neu': 0.568, 'pos': 0.205, 'compound': -0.0688}"
8676,Speaking of worst screens... have you tried to setup an alarm on iOS 14 recently?,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.7579}"
8690,"@AppleSupport Hello, I created two shortcuts to change the dials of my watch 6. Unfortunately they works one day an…","{'neg': 0.112, 'neu': 0.794, 'pos': 0.093, 'compound': -0.1027}"
8692,"oomfies pls drop your ios 14 wallpapers, i need inspiration✨","{'neg': 0.202, 'neu': 0.673, 'pos': 0.125, 'compound': -0.2023}"
8701,Thats tough my man it happens when you dont have storage try to delete some apps or…,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.128}"
8713,people who updated to ios 14 did your snapchat notifs stop working? i finally updated on the weekend and now i don'…,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}"
8731,Xs for me had a shit battery and got even worse the last month of having the ios 14 beta. Made my phone soo…,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.7717}"
8757,Johnny Depp LOSES 'libel trial of the century': High Court rules Hollywood star IS a wife-beater - as he faces ruin…,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4648}"
8759,"i just did with iphone 7plus ios 14.1 GSM hello bypass, but failed, it returned to the activation screen. V2.6","{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.6652}"
8782,I wonder if Megs will think again 🤔Johnny Depp LOSES 'libel trial of the century': High Court rules Hollywood star…,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4648}"
8785,Johnny Depp LOSES 'libel trial of the century': High Court rules Hollywood star is a WIFE-BEATE - as he faces ruin ov…,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.7804}"
8789,Johnny Depp LOSES 'libel trial of the century': High Court rules Hollywood star is a WIFE-BEATE - as he faces ruin…,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4648}"
8798,ai ODIEEEEEEI UPDATE IOS 14 BUT WHAT BAG WILL TAKE IN THE CU APPLE DUA FUCKED FUCKED,"{'neg': 0.49, 'neu': 0.51, 'pos': 0.0, 'compound': -0.9545}"
8813,"Network problem with iOS 14.01, Damned it!! Very slow. So today update to 14.1, hope it’s not an illusion fast network. Damned!","{'neg': 0.296, 'neu': 0.607, 'pos': 0.098, 'compound': -0.7074}"
8830,"Bro, why apple no add widget contact on ios 14. Ver 14.2 , no have.","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5267}"
8860,❌ Transport for Wales update: 03/11/20 13:14 Llandudno to Blaenau Ffestiniog due 14:35 will be cancelled. Download…,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.25}"
8862,What are you planning to do with the IOS 14 problem? Its been a while that the game is unplayable o…,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4019}"
8890,"I'm currently having ""your company will not allow you to access your emails until you update to iOS…","{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.1695}"
8945,"The bad news: - this is an iOS 14 only version. If you need iOS 13, you’ll have to keep the previous version. - If…","{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.5423}"
8950,My Authenticator app won’t open this morning after updating to iOS 14.2 it’s going to be a long day :( @googledevs,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.4404}"
8965,"Geri Horner cuts a casual figure in a cream jacket and white jeans as she goes for a family stroll with daughter Bluebell, 1…","{'neg': 0.096, 'neu': 0.826, 'pos': 0.078, 'compound': -0.1027}"
8985,Hengpong to automatic upgrade ios 14 even though it doesn't want to. Dropped my hengpong fast.,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.0572}"
8995,pakyu ka ios 14.1 ang ayos nang storage ka tas bigla kang magpakita? please don't show your potangina again,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3182}"
9006,I think you can do it the same way;) thanks for the great idea 👍,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.7906}"
9007,IOS 14.2 week right? @_fraanb_,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9011,If I missed your call more time I’ve swiped up. iOS 14 🤝,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}"
9049,take my patience seriously ios 14 arrived already want to stick the 14.1 in my ass speak seriously,"{'neg': 0.311, 'neu': 0.631, 'pos': 0.059, 'compound': -0.6808}"
9087,"Hi Vheek Tor, sorry that iOS 14 is currently not available to unlock the lock. But we w…","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.0772}"
9090,"If you're getting this annoying popup everytime you unlock your phone because you installed the iOS 14 beta, try re…","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.481}"
9092,No ios 14,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}"
9098,iOS 14 ain’t that bad not gonna lie :/,"{'neg': 0.279, 'neu': 0.558, 'pos': 0.162, 'compound': -0.3536}"
9112,"“new iOS update is now available, please update from iOS 14 beta.” keeps coming every 5 seconds. really annoying @Apple","{'neg': 0.134, 'neu': 0.763, 'pos': 0.103, 'compound': -0.1761}"
9121,Facebook CEO worries iOS 14 anti-tracking feature could hurt small businesses | Cult of Mac,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.7351}"
9126,I’m doing the iOS 14 update on my phone and I’m kinda scared that it’s gonna fuck up my phone and I barely got this…,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.7275}"
9130,"Tohle je další věc, do který jsem se ještě neponořil. Po upgrade na iOS 14 jsou moje budík…","{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5574}"
9149,I’ve neglected to mention that this “new” customization that comes with iOS 14 I been doing 10 years ago on my jailbroken device..,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.5267}"
9152,Neuer iPhone-Button in iOS 14 - dieückseite (Back Tap) | geekyorganizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9189,no jailbreak on iOS 14? Would you tell me how to do this? This is kickass!,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.4314}"
9192,Am I going to make my iOS 14 Home Screen Christmas.....you can bet your ass I am:),"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5423}"
9196,FUCK nevermind if you never bought them you can’t play download them but if you did they run on iOS 14,"{'neg': 0.112, 'neu': 0.815, 'pos': 0.073, 'compound': -0.2303}"
9199,i didnt want to download ios 14,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.0572}"
9202,Damn you iOS 14.1... 😖,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}"
9204,"for real, though, I just noticed that I can no longer swipe left and see when my next alarm is set. C…","{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.5574}"
9236,"""IOS 14 will be installed automatically tonight"" - What about no?","{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
9267,euphoria ariana grande chris evans animal crossing leak leaked thread bts harry styles charli damelio noah beck tik…,"{'neg': 0.196, 'neu': 0.625, 'pos': 0.179, 'compound': 0.1531}"
9276,Drop your iOS 14 Aesthetic I’m trying to see something.... Now that I know how to do this I’ll probably switch it…,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2732}"
9279,what the hell is this now.!! This problem occured after i updated the iphone to IOS 14.1,"{'neg': 0.36, 'neu': 0.64, 'pos': 0.0, 'compound': -0.8353}"
9292,Fuck iOS 14,"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}"
9297,IOS 14.1 MAKES 5G ONLY A LITTLE LESS CONFUSING THAN ANDOID 11 #Android #Apps #AppsUnify,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5409}"
9365,Someone teaches me how to fix the screen on iOS 14 plissssss,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9376,my phone finally updated to ios 14.1 and how tf do i search for artists all i got are playlists i hate apple music…,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.5719}"
9382,"So, what’s the deal with the app crashing constantly right now. Old user, updates *and* new installs both crash, iOS 14.1.","{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.4019}"
9415,It didn’t fix it. I somehow deleted the Default Weather App in iOS 14 and can’t get it back :( Tapping the widget…,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.4404}"
9418,fix the goddamn wifi issue on iOS 14.1!!!,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.6093}"
9427,The AirTags are said to be attached to iOS 14.3. Secret iOS Branch with new APIs for UWB in 3 weeks?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9466,i want the ios 14 but fvck i don’t even have the ios 13 yet shit,"{'neg': 0.271, 'neu': 0.665, 'pos': 0.064, 'compound': -0.6956}"
9467,we could do that even without ios 14 lmao but no,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.5958}"
9472,"Fam, are there any reasons I’d want to hold off installing iOS 14? Any annoying gotchas or unfixed bugs?","{'neg': 0.143, 'neu': 0.796, 'pos': 0.061, 'compound': -0.4137}"
9477,"Hey Apple, the latest iPhone update to IOS 14.1 is awful, worthless, bothersome. Put everything back. What a waste. Seems t…","{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.875}"
9478,"Hey Apple, the latest iPhone update to IOS 14.1 is awful, worthless, bothersome. Put everything back. What a waste.…","{'neg': 0.353, 'neu': 0.647, 'pos': 0.0, 'compound': -0.802}"
9483,Apple Watch ECG Coming to South Korea With Imminent iOS 14.2 and watchOS 7.1 Updates. I Hate Everything.,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}"
9488,fuck the ios 14 my camera quality looks like caca,"{'neg': 0.25, 'neu': 0.571, 'pos': 0.179, 'compound': -0.25}"
9492,Hey The update to IOS 14.1 STINKS. How can we go back? #AppleUpdateStinks #IOS14stinks Such a waste of time. So inconvenient.,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.8034}"
9497,can ios 14.1 ud stfu ? i don’t want to ud my phone bcs i have no fucking storage left u fucking…,"{'neg': 0.113, 'neu': 0.821, 'pos': 0.067, 'compound': -0.2263}"
9502,"KEEP VOTING DO NOT TRUST YOURSELF, NEITHER SPEND ALL YOUR TICKETS, SAVE PLS, VOTEEN # 스타 플레이 #STAPLAY SBS MTV '더쇼'…","{'neg': 0.124, 'neu': 0.649, 'pos': 0.228, 'compound': 0.4062}"
9511,Neuer iPhone-Button in iOS 14 - dieückseite (Back Tap) | geekyorganizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9513,I just finally upgraded to iOS 14 and was already stressed out by the new design):,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.34}"
9528,Updated to iOS 14.1 ok.. Apple is annoying.,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}"
9535,"should I upgrade my crucial iphone to iOS 14 or just let my iOS 13 stay? , bish i worry my well-fed storage 😤","{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.4404}"
9537,ayoko nga iupdate sa ios 14 kasi nga lag tas nag auto update pohta naman,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5994}"
9552,The new iPhone iOS 14 is crap of the highest order. You pay 1.1k for a phone FFS get your act together apple. Useless idiots.,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.8842}"
9675,Spotify Family Plan #byzeetesti t. siapa jual spotify premium murah bisa perpanjang netflix anti on hold apple mu…,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}"
9713,"No, I can tell you exactly what is the deal, I have an 11 pro max that doesn’t even have a year and s…","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}"
9723,"Yep. It started getting bad a couple months ago, then iOS 14 made it worse. I tried everything. Ulti…","{'neg': 0.289, 'neu': 0.614, 'pos': 0.096, 'compound': -0.6597}"
9724,This iOS 14 beta update message is SO ANNOYING PLS GO AWAY,"{'neg': 0.255, 'neu': 0.573, 'pos': 0.172, 'compound': -0.3509}"
9730,i got my cell phone on ios 14 and it looks so beautiful,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.7177}"
9735,This iOS 14 beta pop up is really annoying 😡,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.4576}"
9745,How to Detect Fire Alarms and Other Noises With Soundecognition in iOS 14 #PCMag,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.5423}"
9746,shouts to iOS 14 for deleting 90% of my contacts I’ll take a new Graphite iPhone 12 Pro Max 512gb for my troubles,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.4588}"
9747,Im bored asf and i wanna change my ios 14. What should I do? (I know no one cares im just bored as shit),"{'neg': 0.234, 'neu': 0.657, 'pos': 0.109, 'compound': -0.34}"
9765,Injung got my phone looking fire with the iOS 14.1,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}"
9767,I’ve updated to iOS 14.1 and the first couple of days were good but now I’m having problems with conn…,"{'neg': 0.151, 'neu': 0.766, 'pos': 0.083, 'compound': -0.3818}"
9769,"Your iOS 14 sucks me an egg, don't you see that I have android","{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.3612}"
9772,"Your iOS 14 sucks me an egg, don't you see that I have android","{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.3612}"
9781,My understanding is that the auto switching won't be fully supported until MacOS Big Sur. I experience t…,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.2912}"
9790,I could list off at least a dozen things I hate about iOS 14,"{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.5719}"
9794,I dont really like iOS update 14.1,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.3241}"
9808,My weather app keeps telling me it’s raining. But it’s not. iOS 14 is the boy who cried Wolf. Once it actually does…,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.3818}"
9816,Should I update to iOS 14? :(,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}"
9831,I’m not sure. you can try and see if it works on your phone. I thought it’s just an iOS 14 feature,"{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.2411}"
9835,i think it’s this ios 14 shit 🧐,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.5574}"
9836,I already have iOS 14 and I don't understand my cell phone anymore 😭😭,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9848,ever since the ios 14 update my battery and snap camera have been shit smh,"{'neg': 0.312, 'neu': 0.688, 'pos': 0.0, 'compound': -0.7096}"
9857,I hate the iOS 14 Siri. She can’t tell me shit about sports,"{'neg': 0.422, 'neu': 0.578, 'pos': 0.0, 'compound': -0.8074}"
9860,My option is you are wrong for thinking that. I used to use an S20 Ultra since launch until last mont…,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.4767}"
9869,There is. With iOS 14 almost all the integration with Apple Watch and AirPods and or AirPods Pro has broken. 🙄🤦‍♂️,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4767}"
9886,stay away on ios 14.2 checkra1n patched not working i tried iphone 7 gsm ios 14.2 error code -20 @APride0ff…,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.4019}"
9887,"Sounds suspicious to me, especially since Apple tested the iPhone when I got it back, and the camera…","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.3612}"
9897,Lmaoo you’re welcome😂😂&amp; im glad iOS 14 got the drop down ft notifications now cus I swear people use to blow me all…,"{'neg': 0.13, 'neu': 0.751, 'pos': 0.119, 'compound': 0.1779}"
9901,iOS 14 actually has updates worth a damn.,"{'neg': 0.281, 'neu': 0.521, 'pos': 0.198, 'compound': -0.2023}"
9911,iOS 14's Upcoming Anti-Tracking Prompt Sparks Antitrust Complaint In France,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
9913,"agak menyesal gue update ke ios 14. sebenernya udh gamau, tbtb automatically updates. battery nya draining so fast. shit","{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.5965}"
9938,iOS 14 Issues: Direct Touch Mode problems in Blindfold Games - please read:,"{'neg': 0.18, 'neu': 0.667, 'pos': 0.153, 'compound': -0.1027}"
9939,"on Twitter and watching series at the same time, thanks iOS 14 🙏🏽🥺🤧","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
9942,I’m thinking about upgrading to the 12 pro max from the 11 pro max. Should I update to iOS 14 and lose the jailbreak?,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4019}"
9949,"Hi, since upgrading my IOS to 14, I am no longer getting notification on Phone calls, sms message an…","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
9960,ios 14.1 sucks and i didnt ask for it,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.3612}"
9968,I updated to iOS 14 for no reason. I’m too lazy to do this widget bs,"{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.5719}"
9973,"iOS 14.1 Follow Up | Battery Problems, Over Heating and Solutions #apple #iOS14 #iphonese #iphone6s…","{'neg': 0.165, 'neu': 0.732, 'pos': 0.104, 'compound': -0.25}"
9981,This stupid iOS 14 beta shit keeps popping up on my phone I don’t even have it kmft,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.7906}"
9982,"la actualización de iOS 14 me daño el celular, no puedo abrir la cámara, ni videos porque se reinicia. Aparte cuand…","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}"
9993,"We've become so divided, there's no semblance of even a a grey area anymore. I feel forced into my beliefs and havi…","{'neg': 0.241, 'neu': 0.706, 'pos': 0.053, 'compound': -0.6444}"
9996,"Apple muito obrigado por pararem de assinar a versão 14.0 do iOS agora tô com o 14.1 no meu celular, não consigo fa…","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}"
9998,"Tengo el iPhone 11 Pro Max, todo iba muy bien hasta que le hice el update al iOS 14. De repente la batería ya no me…","{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.296}"
9999,📱 #Scriptable: Aus den Kontakten die #Geburtstage und Countdowns im iOS14 #Widget anzeigen,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}"
10002,Fuck ios 14 my notes disappeared I hate technology I have trust issues I should’ve known I don’t repeat my mistakes 🔥,"{'neg': 0.431, 'neu': 0.446, 'pos': 0.123, 'compound': -0.8074}"
10043,"""in France, a group of advertisers and publishers whined 😪😩 to French authorities about Apple's plan to introduce new…","{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2263}"
10046,I haven’t found one positive thing about this iOS 14 bullshit update. All of the new features don’t even look inter…,"{'neg': 0.15, 'neu': 0.709, 'pos': 0.142, 'compound': -0.0516}"
10053,"The new iOS 14 is actually sick, I can screenshot by just tapping the back of my phone😉😉","{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5106}"
10063,my 6s that I have had for 3 years he has just put iOs 14 NO-MAL mdrr c seriously the chosen one this bigo,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.1779}"
